"x","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000184979",-15.7466640047621,12.3161884202182,-2.200392659633,0.0412791596808617,0.13596541975389,-4.47729707460638
"ENSG00000064933",-19.5699108866554,14.1740049274736,-2.20034789728481,0.0412828303345612,0.13596541975389,-4.4773021860868
"ENSG00000198039",9.03981101895917,6.25550331300128,2.20020874560677,0.0412942431271918,0.13596541975389,-4.47731807591554
"ENSG00000125991",90.2059051948587,243.804321142166,2.20009442230397,0.0413036217429843,0.13596541975389,-4.47733113044722
"ENSG00000183742",4.67824736095018,3.25266308946326,2.19975299706886,0.0413316425282884,0.136022024192756,-4.47737011697249
"ENSG00000138375",-32.5507619599942,27.7764190064556,-2.19939349471319,0.0413611657884677,0.136083311823909,-4.47741116657157
"ENSG00000076826",8.62740691990859,6.19788027617047,2.199158279415,0.0413804927638654,0.136083311823909,-4.47743802389788
"ENSG00000130340",33.4401671400119,59.1931996965672,2.19898928762514,0.0413943834647775,0.136083311823909,-4.47745731939783
"ENSG00000197497",-8.4803949496508,6.31005839401064,-2.1988466423387,0.0414061118846742,0.136083311823909,-4.47747360645508
"ENSG00000189430",-12.0090658918895,6.16540599605099,-2.19884652697127,0.0414061213715215,0.136083311823909,-4.47747361962752
"ENSG00000162552",36.6390880429969,25.2745239362268,2.19873555781561,0.0414152474663452,0.136083311823909,-4.47748628982006
"ENSG00000196743",94.6981142271329,155.429773673344,2.19846694014488,0.0414373462172114,0.136120328161898,-4.47751695949203
"ENSG00000092529",7.28465382117009,5.5753976923119,2.19798420797702,0.0414770870688156,0.136197137238475,-4.47757207428074
"ENSG00000115598",18.798657812621,12.9503989071782,2.19791961878247,0.0414824070204252,0.136197137238475,-4.47757944844071
"ENSG00000171503",27.5698585431696,32.4406429366662,2.19748007241574,0.0415186273406304,0.136280447370695,-4.47762963054577
"ENSG00000103855",25.141049904593,17.3034743012605,2.19721850016023,0.0415401956976605,0.136315633048082,-4.47765949289832
"ENSG00000122692",-50.0792493844075,52.445758326306,-2.19696955327435,0.0415607325722015,0.136347416388959,-4.47768791331278
"ENSG00000165060",-10.2865467497957,10.4710066902424,-2.196793561382,0.0415752566531349,0.136359462241357,-4.47770800466552
"ENSG00000116641",28.2763792515399,19.6081790974611,2.196130958064,0.0416299811562691,0.136503317648361,-4.47778364543037
"ENSG00000234506",-4.54704806168937,2.76836331613557,-2.19570983513986,0.041664796151765,0.136581832415061,-4.47783171749683
"ENSG00000156284",22.0897340007303,15.2244687726147,2.19539202021028,0.0416910881988718,0.136632374339808,-4.4778679956889
"ENSG00000144354",21.2399775113648,17.0572888974278,2.19467733832093,0.0417502677641503,0.136790642622307,-4.4779495724625
"ENSG00000008324",-30.6638428929276,43.9645625148651,-2.19442272590697,0.04177136970166,0.136824103311094,-4.47797863387897
"ENSG00000127249",31.6012639196684,21.7992558801845,2.19422428204994,0.0417878232580968,0.136842324534268,-4.47800128382225
"ENSG00000164548",-7.39851660570763,10.6977562663394,-2.19388143027669,0.0418162641243013,0.136899780802982,-4.47804041533134
"ENSG00000102763",-9.6942044883081,7.40116636412415,-2.19347668619959,0.0418498620804692,0.136954816777669,-4.47808660957812
"ENSG00000111605",-49.4637976959409,48.0289591826818,-2.19334815441554,0.041860536738337,0.136954816777669,-4.47810127885738
"ENSG00000124201",-84.605682525109,128.103953043122,-2.19323872606679,0.0418696268131609,0.136954816777669,-4.47811376775202
"ENSG00000268751",178.121505757874,123.141357319939,2.19313268701387,0.0418784370732829,0.136954816777669,-4.47812586972824
"ENSG00000266469",5.6320904986922,3.96547450007622,2.19302274405184,0.041887573487989,0.136954816777669,-4.47813841714079
"ENSG00000148429",-22.4007507932472,11.4286227346641,-2.1925720358798,0.0419250471118128,0.137041679750241,-4.47818985377416
"ENSG00000141279",25.5185046927356,37.5126710385804,2.19230547264619,0.0419472247013045,0.137078511930271,-4.47822027417994
"ENSG00000065243",12.8001399088126,12.2535844780325,2.19200585595963,0.0419721651418315,0.1371243512759,-4.47825446590335
"ENSG00000008196",11.5736611244979,7.95689202309228,2.1913907364263,0.0420234110944651,0.137197348637213,-4.478324659698
"ENSG00000157540",20.5788168584685,17.9271778494074,2.19138445472191,0.0420239347230654,0.137197348637213,-4.47832537651114
"ENSG00000146950",12.1073443030386,8.33674346130254,2.19134449505772,0.0420272658101577,0.137197348637213,-4.47832993634995
"ENSG00000189043",101.493885527906,298.319103382311,2.19099669134485,0.0420562694009591,0.137256370135857,-4.47836962397981
"ENSG00000008710",8.53342172664279,6.09034725383662,2.19086139854574,0.0420675565257028,0.137257555893393,-4.47838506184573
"ENSG00000134709",12.0716513178689,9.32683587013939,2.19060249736999,0.0420891637303611,0.137292404535822,-4.47841460383736
"ENSG00000169564",-65.2588818848062,91.021187438533,-2.19001779705663,0.0421379987706614,0.137416027654649,-4.47848131898183
"ENSG00000140022",21.9234922684909,18.3968268076277,2.18941758376961,0.0421881835945766,0.13754398725113,-4.47854980092932
"ENSG00000183779",3.84013671631584,3.1329572327612,2.18888075033378,0.0422331156132037,0.13765475945004,-4.47861104869297
"ENSG00000178075",15.4159269427654,11.1062597919197,2.18812186143998,0.0422967082479515,0.137826280896139,-4.47869762643125
"ENSG00000168447",16.6952116614802,11.5192970865693,2.18746972149566,0.0423514258598837,0.137968801122489,-4.47877202149592
"ENSG00000039650",-17.8778803300616,19.0512630535708,-2.18728398115749,0.0423670222350621,0.13798383472876,-4.47879320973424
"ENSG00000198947",28.1695675194223,19.440137987566,2.18636909194571,0.0424439212720618,0.13819846353549,-4.47889757062141
"ENSG00000225973",-14.7706698811682,15.8745129543035,-2.18608202042581,0.0424680768451366,0.138241291595633,-4.47893031510782
"ENSG00000119915",159.106581182013,109.583141179287,2.18592823578703,0.0424810222115881,0.138247615666564,-4.4789478560634
"ENSG00000171462",41.6033510509771,29.1239368641895,2.18516739432628,0.0425451220415903,0.138420367284459,-4.47903463579295
"ENSG00000179409",57.2890317719709,57.6492210614636,2.1849867742876,0.0425603520608147,0.138434072908138,-4.47905523608533
"ENSG00000132205",-21.6264582862724,16.3083716228869,-2.18456637293105,0.0425958200031102,0.138513581350693,-4.47910318302617
"ENSG00000140545",10.1413970950098,6.98028741247781,2.18367210601472,0.0426713567376411,0.138678704680716,-4.47920516903553
"ENSG00000078081",18.5531625187422,12.7796749525983,2.18352129240719,0.0426841077345291,0.138678704680716,-4.47922236772513
"ENSG00000144369",3.71854606854323,2.55650042212347,2.18352036214941,0.0426841863968627,0.138678704680716,-4.47922247381049
"ENSG00000185668",5.22646884813727,3.61421849571649,2.18344278821748,0.0426907464946288,0.138678704680716,-4.47923132020962
"ENSG00000164932",33.4658680492581,23.0618676601006,2.18294202252545,0.0427331163898494,0.13878046198978,-4.4792884253197
"ENSG00000180667",19.3755831979289,14.0690491934944,2.18225465185001,0.0427913378112602,0.138933632971184,-4.4793668062063
"ENSG00000162231",-75.7358194465743,150.584258009672,-2.18182650521867,0.0428276393103134,0.138994026346915,-4.47941562552625
"ENSG00000185339",-68.2770148587539,67.7193196798265,-2.18173601073151,0.0428353157316169,0.138994026346915,-4.47942594391806
"ENSG00000111540",45.650662668541,56.9041846199128,2.18164396691163,0.0428431248739835,0.138994026346915,-4.47943643888922
"ENSG00000170619",-34.2221194922432,47.4390173567217,-2.18134547396432,0.0428684584723264,0.139040315101905,-4.47947047294259
"ENSG00000185291",-27.4995966668585,17.016212492681,-2.18072849778973,0.042920865846972,0.139090242302175,-4.47954081766689
"ENSG00000009413",18.9625246534464,19.8753753535189,2.18065826332177,0.0429268354491758,0.139090242302175,-4.47954882524276
"ENSG00000111674",-50.7111916671345,42.2147007942201,-2.1806546432633,0.0429271431579033,0.139090242302175,-4.47954923797179
"ENSG00000078401",23.2510081425448,16.0237553954281,2.18047388755105,0.0429425101544044,0.139090242302175,-4.47956984608071
"ENSG00000140043",9.02017859714844,7.54541100259981,2.18044768358315,0.0429447383107249,0.139090242302175,-4.47957283359119
"ENSG00000179593",224.770988321602,155.467384603143,2.18038263646222,0.0429502698075957,0.139090242302175,-4.47958024957566
"ENSG00000049246",31.8768554283208,26.6656340779774,2.17967405475844,0.0430105687500266,0.139249625442949,-4.4796610319658
"ENSG00000041353",13.7743347620013,11.5036617622052,2.17847529898144,0.0431127574094107,0.139544512325926,-4.47979768615653
"ENSG00000149925",-19.6868444481854,39.361377964445,-2.17807599252764,0.043146845943088,0.139618882120757,-4.47984320273019
"ENSG00000149187",-77.3624924239774,131.638065525399,-2.17707980422755,0.0432319976899843,0.139847676653129,-4.47995675066935
"ENSG00000248517",24.4003473347059,16.8289409224471,2.17690495528561,0.0432469592410425,0.139847676653129,-4.47997667939189
"ENSG00000183621",-40.3967998172434,29.2632579883746,-2.17685843363681,0.0432509408256314,0.139847676653129,-4.47998198173107
"ENSG00000116132",10.7861463586421,7.42938243352128,2.17661004405556,0.0432722050939483,0.139880436584888,-4.48001029176499
"ENSG00000095485",-46.3346133405865,40.6559086471843,-2.17568028171716,0.0433518858219585,0.140078239682257,-4.48011625553223
"ENSG00000071242",38.6966221032001,35.5995100684895,2.17563590433883,0.0433556923298286,0.140078239682257,-4.48012131295449
"ENSG00000090487",-60.3355283351299,81.2487168931405,-2.17541695890534,0.0433744770495367,0.140102905945355,-4.48014626456765
"ENSG00000087076",15.9194075795735,10.9620824178455,2.17506542277285,0.0434046531786235,0.140164345204165,-4.48018632560783
"ENSG00000205213",23.7986806948556,16.3989129516398,2.17490729813935,0.0434182329931712,0.140172173062486,-4.48020434509415
"ENSG00000096060",-186.092002302751,303.726855639468,-2.174708319615,0.0434353268934986,0.140186098511175,-4.48022701984399
"ENSG00000131351",-6.78187829223626,4.1245981797701,-2.17459738078166,0.0434448601354966,0.140186098511175,-4.48023966179734
"ENSG00000187210",-15.0324756202116,9.1348953246,-2.17422227783978,0.0434771078485355,0.140254136101887,-4.48028240549571
"ENSG00000169744",21.8082190305307,15.0599525721522,2.17373575359409,0.0435189671765537,0.140353137210831,-4.48033784383433
"ENSG00000180155",19.0805463913434,13.8155804154268,2.17322634535641,0.0435628349790043,0.14045856338496,-4.48039588729053
"ENSG00000140265",-18.4494332683142,13.8425929536833,-2.17273256481851,0.0436053956863871,0.140559722113765,-4.48045214767339
"ENSG00000228409",-4.11064310655287,3.36627705354756,-2.17226207726319,0.0436459841479338,0.140622023693337,-4.48050575189058
"ENSG00000166326",-36.7405861820272,49.1515173672566,-2.17224907375013,0.0436471064388391,0.140622023693337,-4.48050723339357
"ENSG00000078399",14.3811393635719,9.89511022211426,2.17186302855628,0.0436804367956392,0.140693332052604,-4.48055121514905
"ENSG00000197102",75.3974525207583,170.712278596823,2.17077055819983,0.0437748849287019,0.140938410759574,-4.48067567134347
"ENSG00000153993",3.5478091393041,2.44494868556782,2.17072348494872,0.0437789587898622,0.140938410759574,-4.48068103375046
"ENSG00000138613",-21.2789644878664,15.1990061868397,-2.16991135077204,0.0438492980629838,0.141128696250356,-4.48077354558338
"ENSG00000065911",-23.1292765731988,19.9022619459492,-2.16966324987226,0.0438708068271389,0.141134741795767,-4.48080180596149
"ENSG00000126878",23.0660142698183,15.9158034058493,2.16963056425463,0.0438736411821939,0.141134741795767,-4.48080552903024
"ENSG00000127838",46.5164947361334,88.1934088054041,2.16916417931947,0.0439141023460158,0.141228742251776,-4.48085865165187
"ENSG00000119599",45.5720532955834,34.4516222193359,2.16882927121646,0.0439431783443642,0.141286089021734,-4.48089679735069
"ENSG00000230551",18.2970458157948,19.0083605148467,2.168303662471,0.0439888461299614,0.141396738711426,-4.48095666142864
"ENSG00000139687",-14.1799662893446,15.2977142311674,-2.16798322038712,0.0440167092383908,0.141450115493703,-4.48099315675963
"ENSG00000167565",-21.0582103225543,25.502561588541,-2.16747771225084,0.0440606971041971,0.141555269525502,-4.48105072730022
"ENSG00000057935",53.055886859096,47.0900379187912,2.16732854123207,0.0440736852316579,0.141560801363952,-4.48106771537765
"ENSG00000149084",12.0796594650547,11.4060140563116,2.16717598128521,0.0440869720567784,0.141567289520424,-4.48108508916866
"ENSG00000139514",38.5105947749457,33.1241190787443,2.16694644577958,0.0441069697891468,0.14159531819127,-4.48111122863399
"ENSG00000230777",-3.25537718096876,4.31359252964668,-2.16681360599552,0.0441185469339535,0.141596307081769,-4.48112635616733
"ENSG00000166407",24.105005194878,16.6083822028962,2.16660898995934,0.0441363849109924,0.141617384169208,-4.48114965709569
"ENSG00000119004",-32.8024892600218,48.9793793371994,-2.16614094304914,0.044177213058798,0.141689483424632,-4.48120295500442
"ENSG00000145623",23.894460996755,16.4625463377637,2.16609287127357,0.0441814083611387,0.141689483424632,-4.48120842895841
"ENSG00000149256",9.87388317696326,6.83944873931259,2.16572057138392,0.0442139119410104,0.141757541091808,-4.48125082212814
"ENSG00000134121",13.7133623740003,9.43497825206149,2.16467094027736,0.044305667776338,0.141993202846126,-4.48137033442115
"ENSG00000130940",33.7179904015718,25.0618107136805,2.16442735956578,0.0443269858442321,0.141993202846126,-4.48139806724468
"ENSG00000236830",8.29468851450151,6.66260209086784,2.16441225165636,0.0443283083906483,0.141993202846126,-4.48139978733249
"ENSG00000165898",-25.345263685632,37.334413120241,-2.16436303380684,0.0443326171719341,0.141993202846126,-4.48140539093924
"ENSG00000196247",-8.74706910307564,8.69484529040739,-2.16349163656836,0.04440896726993,0.142201496877337,-4.48150459822383
"ENSG00000167191",42.0716175855196,29.0115795805564,2.16294318056317,0.0444570836274173,0.142264649118625,-4.4815670352109
"ENSG00000136153",13.5435703248744,9.41818619666121,2.16284429743259,0.0444657637788622,0.142264649118625,-4.48157829188018
"ENSG00000176909",3.4781387256721,2.39122037389957,2.16282189349546,0.0444677306552105,0.142264649118625,-4.48158084228847
"ENSG00000186260",38.0172934418568,49.6065861314841,2.16275073099242,0.0444739786500566,0.142264649118625,-4.48158894321664
"ENSG00000081177",21.1512735164548,18.3821418445859,2.16199010638789,0.0445408109467621,0.142417845415564,-4.48167552727041
"ENSG00000137038",-41.060222970572,68.9804543111736,-2.1619477078945,0.0445445389958749,0.142417845415564,-4.48168035343899
"ENSG00000138688",37.2854722362308,31.4726504842901,2.16169137750813,0.0445670839080718,0.1424536782765,-4.48170953082546
"ENSG00000101191",50.8231847581323,73.1087674006837,2.16045476426294,0.0446759940538666,0.142744220747217,-4.48185028176955
"ENSG00000004866",30.9047806204581,28.4876693306699,2.16020381253432,0.0446981254214251,0.142744220747217,-4.48187884312309
"ENSG00000101928",22.8223348124827,26.112573367044,2.16017666390854,0.0447005202532174,0.142744220747217,-4.48188193292791
"ENSG00000134775",8.47705360984211,5.83963416135895,2.16014376039334,0.0447034228921845,0.142744220747217,-4.48188567769081
"ENSG00000101181",-15.1685179234117,10.3413952706768,-2.15962799933278,0.0447489441791199,0.142853273275061,-4.48194437523276
"ENSG00000204084",-29.9039319220985,30.326012778871,-2.15917182917748,0.0447892413077918,0.142945597417426,-4.48199628861456
"ENSG00000064042",34.305882463683,32.5372069884731,2.15898328662561,0.0448059064673814,0.142962472006767,-4.4820177446398
"ENSG00000171056",7.47976864378238,5.15624775455523,2.15868823751329,0.044831997067725,0.143009404203088,-4.48205132031613
"ENSG00000170006",97.5959579019838,184.349373018388,2.15586648173225,0.0450822226274981,0.143771098303176,-4.48237238227203
"ENSG00000162086",-24.2345034084604,22.8234093640719,-2.15569885600676,0.0450971273592126,0.14378213785042,-4.48239145229987
"ENSG00000162614",-9.96884347940533,9.46688315876062,-2.1552241602792,0.0451393602210792,0.143880279344967,-4.48244545472973
"ENSG00000176261",-34.0869746914717,54.4267503332901,-2.15495614907797,0.0451632206980356,0.143919824517073,-4.48247594324311
"ENSG00000119640",13.2756189534802,14.6733787706987,2.15393326705959,0.0452543918564696,0.144173791500137,-4.48259229777098
"ENSG00000196507",5.93246365880317,6.0285311615168,2.15315383237446,0.0453239771623776,0.144358877831502,-4.48268095245796
"ENSG00000168297",-26.6879083191715,26.6386791121736,-2.15271092258042,0.0453635622607013,0.144448342576207,-4.48273132721128
"ENSG00000156261",-39.0417340321085,121.432422087762,-2.15243395356564,0.0453883324588619,0.144457969193421,-4.4827628274964
"ENSG00000173193",-34.7974944893711,51.5522975284878,-2.15242001697459,0.0453895791783229,0.144457969193421,-4.48276441251386
"ENSG00000170509",10.2477682564683,7.0728975730751,2.15213496265001,0.0454150860309402,0.144498108428524,-4.48279683147991
"ENSG00000150753",-102.067898416121,210.961956002461,-2.15202207107785,0.0454251912688158,0.144498108428524,-4.48280967029955
"ENSG00000084652",61.3824493972449,134.246173798129,2.15182706650927,0.0454426515138586,0.14451706309077,-4.48283184726956
"ENSG00000046653",51.9532892397001,40.3336159196232,2.15168923224983,0.0454549965683075,0.144518266993107,-4.4828475222838
"ENSG00000112511",-11.3715390337481,7.63657093836266,-2.15156603368759,0.0454660333803226,0.144518266993107,-4.48286153270473
"ENSG00000171960",-20.0554517451424,25.9763632216135,-2.15133144056383,0.0454870563143434,0.144548523669632,-4.48288821072874
"ENSG00000141232",34.6162234235938,69.195924287958,2.15030593880942,0.0455790605154028,0.144803084465356,-4.48300482441434
"ENSG00000127990",23.0303219369664,15.8936848474519,2.15018178056371,0.045590211074011,0.144803084465356,-4.48301894216773
"ENSG00000188508",7618.35624830058,5249.03705334056,2.14918119324074,0.0456801641758033,0.145052126072522,-4.48313271075754
"ENSG00000150316",-41.853437360449,108.94374661897,-2.14884202712255,0.0457106921253651,0.145084745772616,-4.48317127215991
"ENSG00000162433",31.9456760168947,21.9899080910442,2.14877022838006,0.0457171570392621,0.145084745772616,-4.48317943514296
"ENSG00000183765",-18.6862406908993,14.5692930442138,-2.14868228200638,0.0457250770600523,0.145084745772616,-4.48318943391726
"ENSG00000058056",19.059258644744,13.5821357563149,2.1478474641496,0.0458003191799902,0.145286798913551,-4.48328434171285
"ENSG00000164128",15.7673452856057,10.8670773766899,2.14589260981178,0.045976953282941,0.145810302372578,-4.48350655392525
"ENSG00000169019",-25.900433771957,37.8123556266598,-2.14544047975873,0.0460178948158096,0.145903317779624,-4.48355794265093
"ENSG00000143520",7509.9697942111,5174.84416657779,2.14508712888212,0.0460499148387102,0.145968007050553,-4.483598102695
"ENSG00000165949",737.866657826354,523.826485920298,2.14464194980072,0.0460902851606836,0.146059125610086,-4.48364869755638
"ENSG00000179091",118.437663193438,404.758722897443,2.14431411447092,0.0461200350399488,0.146100067666417,-4.4836859548729
"ENSG00000198876",-33.0191699174766,42.8044515413029,-2.14424333987844,0.0461264598832214,0.146100067666417,-4.48369399800157
"ENSG00000090316",-67.8904738966286,149.774960737988,-2.14324505925853,0.0462171699365158,0.146350488974879,-4.4838074411605
"ENSG00000161243",13.8559973508155,9.54280287579532,2.14303396869838,0.0462363718210099,0.146374404618541,-4.48383142781039
"ENSG00000143971",-7.3711961096432,6.94746331683018,-2.1427708683782,0.0462603149875701,0.146399226850897,-4.48386132376228
"ENSG00000274213",6.28773391997343,6.09204978561176,2.1426917717624,0.0462675153063997,0.146399226850897,-4.48387031132333
"ENSG00000129566",-30.7353095139751,16.3318272314436,-2.14208157573449,0.0463230970734011,0.146476750318112,-4.48393964418008
"ENSG00000247516",22.2228565865332,23.2669084763556,2.14204380054127,0.0463265399592382,0.146476750318112,-4.48394393621279
"ENSG00000164292",22.4287183248755,15.5194351375517,2.1419798074923,0.0463323729120036,0.146476750318112,-4.48395120709361
"ENSG00000230387",30.5802754314056,21.0424124470271,2.14191099786286,0.0463386456438118,0.146476750318112,-4.48395902518415
"ENSG00000085552",19.1426120273974,13.1722055734282,2.1417807524163,0.0463505210303848,0.146477438819614,-4.48397382341871
"ENSG00000196313",-4.50769052618306,4.35599060981977,-2.14088559185813,0.0464322143305249,0.146698710853167,-4.48407552484706
"ENSG00000100036",31.4728674763131,21.7183051905824,2.14038610155861,0.0464778555069184,0.146770942005235,-4.48413226940659
"ENSG00000122376",-8.81211058880979,9.73080308389305,-2.14037972558529,0.0464784383795329,0.146770942005235,-4.48413299373104
"ENSG00000087589",-20.6667621719681,10.825661060218,-2.13937135738576,0.0465707045056835,0.147025352289928,-4.48424754098156
"ENSG00000111669",-138.213381654238,659.008096256341,-2.13917840764471,0.0465883785507981,0.147028275431586,-4.48426945816192
"ENSG00000108381",4.32534405712113,2.97367403927078,2.1391057748122,0.0465950332485933,0.147028275431586,-4.48427770842728
"ENSG00000105929",36.5892303084423,25.2084968995668,2.13755329598069,0.0467374808070163,0.147440734707547,-4.48445403859638
"ENSG00000141446",-13.2472556405685,13.5904305731995,-2.13738583611565,0.0467528698148036,0.147452261351156,-4.48447305706819
"ENSG00000155158",33.0021087367322,35.8966721980399,2.13689816666024,0.0467977113909038,0.147556648337944,-4.48452844009251
"ENSG00000134072",-7.0541899645341,5.05544709191129,-2.13626392529904,0.0468560891255506,0.147703652750262,-4.48460046489272
"ENSG00000254951",5.07626229994891,3.49727301847519,2.13592445788739,0.0468873621784374,0.147743136759332,-4.48463901317808
"ENSG00000146918",-11.7816934355761,7.39913910984347,-2.13587270781977,0.0468921312690981,0.147743136759332,-4.48464488955496
"ENSG00000159459",-9.53388102327908,6.13311971969078,-2.13541611358577,0.0469342284679169,0.147838701604256,-4.48469673593093
"ENSG00000280206",-4.20545910776541,3.26605494653062,-2.13487383399563,0.0469842705387179,0.147959237924559,-4.48475830890294
"ENSG00000011028",16.9074023429253,11.6354989153536,2.13448330346291,0.0470203392348399,0.148035720993677,-4.48480264955687
"ENSG00000100150",-17.0220434849278,10.4116242360066,-2.13421671387563,0.0470449754862178,0.1480761816093,-4.48483291704252
"ENSG00000253797",-8.85359577916567,8.4089266589085,-2.13325919657661,0.0471335594150117,0.148317849749467,-4.4849416231096
"ENSG00000007168",40.1939032214015,56.3509445378144,2.13287024445884,0.0471695864734959,0.148394054591757,-4.48498577757547
"ENSG00000135437",5.42349423838451,3.78005109971157,2.1323973443476,0.0472134231567485,0.1484947839711,-4.48503945967958
"ENSG00000080839",-8.64766585989175,6.59076003402848,-2.13221134731029,0.0472306748145344,0.148511869130286,-4.48506057278282
"ENSG00000117411",7.69185762366719,5.28815211627119,2.1320015139034,0.0472501442585016,0.148535917590211,-4.48508439116266
"ENSG00000103671",-37.7395184854208,44.9565619305601,-2.1316334375624,0.0472843140088383,0.148587518299391,-4.48512617065188
"ENSG00000105640",-34.4950489728065,147.529775458052,-2.13156995308975,0.0472902097635705,0.148587518299391,-4.48513337647341
"ENSG00000101574",-15.203314333329,8.4754388995276,-2.13083979962222,0.0473580668153858,0.148732301299733,-4.48521624948611
"ENSG00000136895",21.1719292404243,14.6239433956871,2.13076469347889,0.0473650518679165,0.148732301299733,-4.48522477375541
"ENSG00000140941",-69.6938457789477,231.520332150133,-2.13069214200415,0.0473718002229631,0.148732301299733,-4.48523300801915
"ENSG00000066629",19.5056706289993,13.4875750609695,2.12965503976974,0.0474683619691474,0.14899824335307,-4.48535070795841
"ENSG00000139505",-20.3155295194365,20.5134461900911,-2.12910799365627,0.0475193682640522,0.149059411290441,-4.48541278692535
"ENSG00000221926",25.8951830851556,26.3789977723893,2.12909052740243,0.0475209976320912,0.149059411290441,-4.48541476894579
"ENSG00000196715",23.6989359681561,21.5547111780682,2.12897112804501,0.0475321373618406,0.149059411290441,-4.48542831795059
"ENSG00000173276",17.0721494799012,13.4630243160231,2.1289307262399,0.0475359073118699,0.149059411290441,-4.48543290256405
"ENSG00000122420",8.70206410693481,5.99387220492411,2.12870310392167,0.0475571521742421,0.149059411290441,-4.48545873176707
"ENSG00000147642",27.4076984206268,19.4177902148848,2.1286830162839,0.0475590274463491,0.149059411290441,-4.48546101116252
"ENSG00000101187",38.3657378697004,28.9534305228432,2.12854310043089,0.0475720910977607,0.149063173227771,-4.48547688764448
"ENSG00000129048",4.71569405626632,3.25011657334169,2.12727477199014,0.0476906617300989,0.14938066888978,-4.48562079685183
"ENSG00000166444",19.9379584792205,13.7440155505981,2.12720498030891,0.0476971940776598,0.14938066888978,-4.48562871514327
"ENSG00000143556",51.9312507362693,35.7944912073466,2.12669445616445,0.047745002843703,0.149493137485953,-4.48568663553548
"ENSG00000159335",9.89264660004962,6.89587090935244,2.12614021799519,0.0477969547619156,0.149618519328219,-4.48574951205106
"ENSG00000028203",32.8249443827778,46.8208769614494,2.1257483002692,0.047833722575329,0.149663186409269,-4.48579397172951
"ENSG00000162413",76.9198940502717,97.7743965654202,2.12573419558634,0.0478350462888677,0.149663186409269,-4.48579557175122
"ENSG00000182261",27.0835636593767,18.6874059276432,2.12379811474898,0.0480170633711946,0.150195270415499,-4.48601517733376
"ENSG00000221990",14.5984678646107,10.7127153232851,2.12365121394922,0.0480308997297153,0.150201158562437,-4.48603183823072
"ENSG00000174021",-36.9003781064963,95.3046256328966,-2.12352150158966,0.0480431201584507,0.150201991736983,-4.48604654947809
"ENSG00000104886",-41.7123684658042,109.791329997014,-2.12283674158623,0.0481076796065104,0.150352917661701,-4.48612420790787
"ENSG00000122557",-41.7200739618848,35.8400651514314,-2.12270912131019,0.0481197204399971,0.150352917661701,-4.48613868068946
"ENSG00000167759",17.6419209812741,12.1651887034359,2.12259341509533,0.0481306395701003,0.150352917661701,-4.48615180219447
"ENSG00000113645",14.4300689536757,9.93995244671707,2.12240656574498,0.0481482772081034,0.150352917661701,-4.48617299126387
"ENSG00000211655",-16.5997866912426,6.79124443023157,-2.12237534478398,0.0481512248842566,0.150352917661701,-4.48617653174062
"ENSG00000106603",-31.0270934323095,32.6958993209951,-2.12158658734476,0.0482257487456503,0.150536108905134,-4.48626597360375
"ENSG00000134245",32.2516583250766,22.2336133868011,2.12150086958383,0.0482338539158034,0.150536108905134,-4.48627569321407
"ENSG00000162613",-31.4041988045496,41.1647522399234,-2.12087249632877,0.0482933086176355,0.15065582983346,-4.48634694240129
"ENSG00000145391",24.5555583160507,19.6086938669463,2.12084201467195,0.0482961943946818,0.15065582983346,-4.48635039850041
"ENSG00000171840",-35.7247296970371,33.0915455870735,-2.12049025116186,0.0483295081308319,0.150711239970928,-4.48639028169398
"ENSG00000255248",8.69947778924011,6.01725900891258,2.12040118513557,0.0483379464451126,0.150711239970928,-4.486400379835
"ENSG00000274349",3.8845128187073,2.67060256286127,2.11860890975474,0.0485080363259437,0.151204037815798,-4.48660356511145
"ENSG00000164741",21.5106945168503,14.869978577823,2.11771607353978,0.0485929713684584,0.151431221538859,-4.48670476950581
"ENSG00000163082",26.0406324841597,19.2818800463757,2.11729158815139,0.0486333999626653,0.151481847066592,-4.48675288232693
"ENSG00000157110",18.3221931728173,13.1794980359372,2.11727734484804,0.0486347570466123,0.151481847066592,-4.48675449668164
"ENSG00000010932",35.7780624722978,24.7410726978149,2.11716581948863,0.0486453842350735,0.151481847066592,-4.4867671370302
"ENSG00000108219",-63.8742416764996,152.996814321045,-2.11684503044966,0.0486759638406166,0.151539515772385,-4.48680349463253
"ENSG00000128590",-24.312674738127,30.3167514199121,-2.11636569417685,0.0487216898005643,0.151644298326503,-4.48685781941955
"ENSG00000141698",23.2548432154049,25.3400160020857,2.11623764335012,0.0487339117461677,0.151644774910995,-4.48687233139264
"ENSG00000149932",-59.0471690521014,245.899951194102,-2.11562477470495,0.0487924463314015,0.151789326108953,-4.48694178499821
"ENSG00000070404",21.7259998436679,14.9761191430795,2.11505802121505,0.048846633502399,0.151920284642981,-4.48700600864996
"ENSG00000146054",28.8504065097831,24.7229148571276,2.11379560372094,0.0489675300901197,0.152258603212659,-4.48714905027746
"ENSG00000162517",142.296085381547,312.691750107713,2.11315140889188,0.0490293269955865,0.152413036541204,-4.487222035251
"ENSG00000001617",11.8637689882833,8.17534367129757,2.11295168360375,0.0490485008468528,0.152425042288522,-4.48724466241397
"ENSG00000075391",24.2896376089381,17.1538582352526,2.11285847893935,0.0490574509363137,0.152425042288522,-4.48725522154148
