"x","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000158373",-6.18466096232206,6.65746706855879,-1.18959428547788,0.249884065832108,0.429050736154748,-4.58153361225738
"ENSG00000047579",-10.2356115715837,16.7644443877567,-1.18933017380097,0.249985307793408,0.429163564177235,-4.58155601993708
"ENSG00000163590",21.1538138051693,38.5361062562238,1.1892446739767,0.250018089118771,0.429163564177235,-4.58156327312361
"ENSG00000198408",-21.6579854721756,44.9565663569001,-1.18909084067774,0.250077078264663,0.42920618609418,-4.58157632228832
"ENSG00000243896",1.1817391319811,0.819487273173269,1.18868313628147,0.250233468273361,0.429415942209067,-4.581610900647
"ENSG00000105849",21.0973985229255,53.1865885771454,1.18832786829458,0.250369804847701,0.429591232815972,-4.58164102483216
"ENSG00000166225",6.99198784421788,7.1523304025845,1.1881363996667,0.250443305632449,0.429658674941523,-4.58165725732975
"ENSG00000097021",21.7679942849376,36.0371263548457,1.18792327617273,0.25052513850932,0.429740391176738,-4.58167532350051
"ENSG00000166435",9.57692013507046,12.2060769782498,1.18754026803928,0.250672252832524,0.429916632584262,-4.58170778471399
"ENSG00000187957",5.41679529530346,3.72964833122435,1.18741245181442,0.250721361919214,0.429916632584262,-4.58171861589595
"ENSG00000186710",3.42954059258556,2.35780915740257,1.18738859751101,0.250730527940905,0.429916632584262,-4.5817206372237
"ENSG00000166341",10.3164823302222,7.70006938455001,1.18702398901753,0.250870660461862,0.4300481061259,-4.5817515292141
"ENSG00000127947",13.1900765694568,23.1830586948666,1.18701099400545,0.250875656020919,0.4300481061259,-4.58175263011016
"ENSG00000130202",4.37707548697552,3.96083332086471,1.18617928954642,0.251195537791667,0.430520331865341,-4.58182307149997
"ENSG00000130338",33.880944328516,83.0743517650673,1.18611659409183,0.251219663608172,0.430520331865341,-4.58182838007085
"ENSG00000099622",33.447049381558,104.382629439308,1.18588710735664,0.251307987298484,0.430565354016442,-4.58184780953424
"ENSG00000100246",3.57983740710186,5.60787226840544,1.18578931220091,0.251345633351846,0.430565354016442,-4.58185608852886
"ENSG00000214425",5.03967913029981,5.65790435284828,1.18578125198166,0.251348736308047,0.430565354016442,-4.5818567708569
"ENSG00000172954",7.78742255101785,8.1037442883229,1.1849595563747,0.251665218189938,0.431048727720361,-4.58192631304396
"ENSG00000182180",41.0631581997765,131.90663328921,1.18464760599513,0.251785447116089,0.431163182032012,-4.58195270514174
"ENSG00000227486",5.42369911726516,5.93561582557891,1.18460811387837,0.251800670891437,0.431163182032012,-4.58195604595801
"ENSG00000075089",-10.1848061386596,18.9462383967562,-1.18435447964002,0.251898460710992,0.431271857042324,-4.58197750011744
"ENSG00000126756",-18.6131767455978,69.2276097947038,-1.18423437515102,0.251944777570356,0.431292388306747,-4.58198765824577
"ENSG00000144711",-18.4923364979598,27.2147577582058,-1.18318106599574,0.252351249993745,0.431929363325352,-4.58207671273981
"ENSG00000135372",-28.1985965098789,54.0122758743179,-1.18270879162886,0.25253366199348,0.43218271083466,-4.58211662380733
"ENSG00000163291",5.3989185615553,3.73166965323805,1.18193594242304,0.252832383776801,0.432635013231036,-4.58218191122634
"ENSG00000075239",31.1385966102649,96.6210131997864,1.18168698762696,0.252928666741698,0.432706433908414,-4.58220293546851
"ENSG00000085433",25.6153644144884,40.9732023493866,1.18164994066555,0.252942996980287,0.432706433908414,-4.58220606381374
"ENSG00000266967",2.49203744315426,2.34568812506087,1.18097704965432,0.253203386757841,0.433071028458319,-4.58226287227245
"ENSG00000136630",-8.78166241372182,7.1357699821549,-1.18091463582117,0.253227549418351,0.433071028458319,-4.58226814034733
"ENSG00000116863",-49.8900243582048,144.463866274865,-1.18073619169107,0.253296641241387,0.433071028458319,-4.58228320092048
"ENSG00000196865",13.5192687770517,19.0782517315821,1.18070147738868,0.25331008393671,0.433071028458319,-4.58228613059574
"ENSG00000118246",-25.5579813813095,48.8560473487635,-1.18059638635209,0.253350782464055,0.433071028458319,-4.58229499926021
"ENSG00000151445",-20.1660179726198,25.367116943204,-1.18056503918674,0.25336292321505,0.433071028458319,-4.58229764454707
"ENSG00000151835",6.02409957353998,4.87613614613659,1.18045000247784,0.253407480680541,0.433088274585283,-4.5823073516935
"ENSG00000154723",27.3034562941624,149.994684293637,1.18030026435387,0.253465488012789,0.433128499507778,-4.58231998603129
"ENSG00000125834",12.1254544541157,16.6035800533067,1.17982692605551,0.253648921471844,0.433383015813668,-4.58235991694663
"ENSG00000108094",-9.94874080741474,17.220078810847,-1.17909387704088,0.253933199080074,0.433793055403435,-4.58242173436167
"ENSG00000253716",5.92245054520291,7.44412589163777,1.1790300676105,0.253957955873272,0.433793055403435,-4.58242711404949
"ENSG00000134153",45.9744125336011,153.29729181293,1.17880390505562,0.25404571715283,0.433807139628649,-4.58244617982418
"ENSG00000114030",-18.4150348917727,43.0039878863008,-1.17875676335184,0.254064013148779,0.433807139628649,-4.58245015359468
"ENSG00000110906",-22.3442465309544,67.8523956537775,-1.17874191420189,0.254069776404873,0.433807139628649,-4.58245140526766
"ENSG00000178226",8.6074490197027,7.34498720325289,1.17857885443698,0.254133069705931,0.433856252833563,-4.58246514924701
"ENSG00000135108",-43.3533679784875,127.351787418324,-1.17781959324958,0.254427941586278,0.43430065018769,-4.58252912780883
"ENSG00000106546",5.50009728020626,10.816617652307,1.17755884114419,0.254529268682914,0.43441459671296,-4.58255109303287
"ENSG00000086189",-14.0323604107998,26.8330188582542,-1.17719299979829,0.254671484382561,0.434598288913062,-4.58258190485153
"ENSG00000169905",18.2155449767439,67.5193383744636,1.1767386733624,0.254848180980233,0.434840765075587,-4.58262015943761
"ENSG00000153989",-2.56272192177217,3.51268459128711,-1.17651102160309,0.254936754102334,0.434871178713034,-4.58263932386238
"ENSG00000284606",1.95835058114367,2.0365786270061,1.17648273960149,0.254947759485265,0.434871178713034,-4.5826417045415
"ENSG00000100697",17.1551839336615,33.2755330934871,1.17642245714667,0.25497121841077,0.434871178713034,-4.58264677876814
"ENSG00000117682",29.5636350188134,50.0547353114904,1.17631674010183,0.255012362149684,0.434871178713034,-4.58265567696176
"ENSG00000025772",31.5123101673217,53.0988082068303,1.17617789135633,0.255066407945697,0.434871178713034,-4.58266736297136
"ENSG00000204852",17.5614822762986,31.8650266609784,1.17613168374897,0.255084395816344,0.434871178713034,-4.58267125174909
"ENSG00000117868",-19.0907955861188,38.311649491668,-1.1760703497105,0.255108273640571,0.434871178713034,-4.58267641337922
"ENSG00000174444",-43.6525103915366,515.416421589637,-1.17586380288557,0.255188696359636,0.434949263396476,-4.58269379411536
"ENSG00000125611",-19.481588228321,56.3377301854426,-1.17567762185174,0.255261205697231,0.435013840985448,-4.5827094592007
"ENSG00000173141",19.2678554839725,114.292418269622,1.17557614523719,0.255300732932685,0.435022200881364,-4.58271799658772
"ENSG00000196605",4.094770273362,5.40082129598691,1.17526528125619,0.255421849632551,0.435169564831594,-4.58274414675357
"ENSG00000168813",-3.54760433621723,3.61357397155456,-1.17465190040178,0.255660958124268,0.43550622793054,-4.58279573027842
"ENSG00000145832",8.37800052961899,6.34729034493844,1.17458057332263,0.25568877385146,0.43550622793054,-4.58280172741429
"ENSG00000056972",14.7628584409913,20.0228138363868,1.17432951977399,0.255786696450839,0.435613965967036,-4.58282283374721
"ENSG00000107854",-10.7718146806877,15.71312896856,-1.17423453044124,0.255823754102972,0.435618033650067,-4.58283081874977
"ENSG00000138286",4.38923763376051,6.51497888103921,1.17286323201649,0.256359182548661,0.436470613648228,-4.58294604098581
"ENSG00000176087",-41.0807397626627,266.114889836742,-1.17239923243452,0.256540544153593,0.436702229414419,-4.5829850061447
"ENSG00000176597",6.64542449296528,6.89921471113898,1.17233736841714,0.256564731996597,0.436702229414419,-4.58299020043941
"ENSG00000169895",21.5645602255451,73.2725388399591,1.1722192464397,0.256610920580968,0.43672168726803,-4.58300011777652
"ENSG00000140598",12.1294222378899,20.3757065929818,1.17200800560177,0.25669353655359,0.43680312659749,-4.58301785142673
"ENSG00000104635",9.10700084850812,10.2555955579715,1.17186158236656,0.256750814228925,0.436841432740208,-4.58303014228872
"ENSG00000123416",20.8397571561151,116.238573317136,1.17142605927824,0.256921238621982,0.437072212738317,-4.583066693817
"ENSG00000196470",3.36953576508988,6.6533801021245,1.17126879703719,0.256982797811085,0.437117754771394,-4.58307988972709
"ENSG00000166595",-6.55941732638987,11.9406644210754,-1.17086216485796,0.257142022642601,0.437295506476169,-4.58311400438336
"ENSG00000066117",21.9032932688319,29.6644116440405,1.17078558148719,0.257172018688568,0.437295506476169,-4.58312042843319
"ENSG00000115947",-18.4914118484344,33.1758338516956,-1.1707353197505,0.257191706554627,0.437295506476169,-4.58312464437774
"ENSG00000274211",10.1309263912292,7.61753184349385,1.17057706171514,0.257253704729818,0.437341739944549,-4.58313791817509
"ENSG00000163029",-6.88304000004052,10.510277947714,-1.17046020654535,0.257299490407186,0.437346598445233,-4.5831477184986
"ENSG00000099814",1.0132711414208,0.696623909726801,1.17032600117056,0.257352081742357,0.437346598445233,-4.58315897306274
"ENSG00000038382",13.4840488616473,15.4407731984763,1.17030328901759,0.257360982801755,0.437346598445233,-4.58316087762864
"ENSG00000126091",-2.725139521384,3.35565004329615,-1.17012768338408,0.257429811770249,0.437398264624297,-4.58317560243215
"ENSG00000006210",8.47835474046519,5.84204147362639,1.16997461506118,0.257489818511205,0.437398264624297,-4.5831884361426
"ENSG00000132005",-1.7925795792956,1.6332361239739,-1.16995931064876,0.25749581881623,0.437398264624297,-4.58318971924392
"ENSG00000154258",2.85335446199419,1.96728275832422,1.16932428690262,0.257744881491102,0.43775368411707,-4.58324294806547
"ENSG00000196998",-51.1159700555633,152.025429789125,-1.16924820920764,0.257774732095678,0.43775368411707,-4.58324932362959
"ENSG00000007944",18.5573437405892,22.0432944091327,1.1691273336647,0.257822165387869,0.437775068661969,-4.58325945278463
"ENSG00000114107",10.4986815169412,7.22592045255562,1.16894269734818,0.257894632011892,0.437838947605651,-4.58327492351463
"ENSG00000072609",-31.5062922237395,48.8524080699399,-1.16865678378953,0.258006878510255,0.437896052110033,-4.58329887680106
"ENSG00000173432",56.5804970982749,38.9894359480812,1.16856576914832,0.258042617571182,0.437896052110033,-4.58330650094136
"ENSG00000144231",-19.6948654764327,47.2445017689195,-1.16855602267259,0.258046444977421,0.437896052110033,-4.5833073173614
"ENSG00000204520",16.1118560504469,23.3791862018575,1.16850197676307,0.25806766938916,0.437896052110033,-4.58331184446354
"ENSG00000087299",10.8848364869002,13.5334712145342,1.16837100494823,0.25811910888758,0.437924197025715,-4.58332281455869
"ENSG00000153317",9.80473852313997,16.8447648018484,1.16810341762469,0.258224228463205,0.438036887339873,-4.58334522469017
"ENSG00000185344",-13.8570329220889,16.1507815582743,-1.16796664664918,0.258277970313985,0.438036887339873,-4.58335667766581
"ENSG00000177042",25.8805460128246,71.4739963706868,1.1678732973166,0.258314655197352,0.438036887339873,-4.58336449402664
"ENSG00000163382",46.7568054376762,156.661543010063,1.16784703414719,0.258324976935015,0.438036887339873,-4.58336669302242
"ENSG00000143476",7.5486676500352,8.00456484322114,1.16775350615274,0.258361737070458,0.438040106097734,-4.58337452376121
"ENSG00000117528",20.6093270426517,47.4008191081208,1.16728895010994,0.258544384014068,0.438290634799887,-4.58341341251157
"ENSG00000183386",-10.9787569359413,11.9261181319236,-1.16675786056804,0.258753308634846,0.438585636449054,-4.58345785714372
"ENSG00000158292",4.96515032657926,4.67399081811499,1.16643877966092,0.258878892550802,0.438688441392176,-4.58348455261705
"ENSG00000169189",-38.9540708168971,129.475480779686,-1.16642634443504,0.258883787737603,0.438688441392176,-4.5834855928862
"ENSG00000154328",29.9673187962521,49.9866811897275,1.16577262308957,0.259141226408403,0.439028210198408,-4.58354026863104
"ENSG00000119574",7.46858420274348,5.26919758279314,1.16572945643589,0.259158232425623,0.439028210198408,-4.58354387820743
"ENSG00000172046",21.5868573849666,15.7306122606197,1.16565106541607,0.259189117648372,0.439028210198408,-4.58355043298161
"ENSG00000056050",10.8393011437312,25.3732189535664,1.16555634685542,0.25922643944202,0.439032243104055,-4.58355835257898
"ENSG00000125812",9.03387904867102,8.7421758813192,1.16531985044541,0.259319643371867,0.439130905521227,-4.58357812445012
"ENSG00000234494",5.61139409458555,3.85783344002756,1.16457646936079,0.259612776205341,0.439568054577565,-4.58364025456233
"ENSG00000171606",-19.376334097698,40.6748796694839,-1.16446990054397,0.259654819239787,0.439580005894358,-4.58364915898367
"ENSG00000134297",-5.34803669984347,5.15125034395824,-1.16388201582889,0.259886840826683,0.43982154720311,-4.58369826940319
"ENSG00000055211",19.5089319691153,36.8035071605355,1.16386997951336,0.259891592850467,0.43982154720311,-4.58369927469867
"ENSG00000102890",4.11084649235993,2.83428387315604,1.16384082099431,0.259903105113976,0.43982154720311,-4.58370171004116
"ENSG00000145293",15.0897027597985,48.7301089550301,1.16375021137661,0.259938881730296,0.43982154720311,-4.58370927754488
"ENSG00000161395",15.3870117200639,29.1744656051005,1.16366504266449,0.259972513416435,0.43982154720311,-4.58371639024652
"ENSG00000188649",1.28229691211117,1.2235029715654,1.16324783973098,0.260137307075508,0.44004109631176,-4.58375122668351
"ENSG00000176973",-2.32388316615752,2.1478101934075,-1.16307141702347,0.260207017031042,0.440099766993545,-4.58376595524452
"ENSG00000058600",-26.2378806559858,70.018645172908,-1.16290129177465,0.260274251968129,0.440154236336412,-4.58378015652725
"ENSG00000089818",-10.6044315648377,18.7951382012008,-1.16266309610297,0.260368410851732,0.440254216438166,-4.58380003748173
"ENSG00000168275",-8.9038517654265,18.6573557089972,-1.16192940808642,0.260658599014074,0.440685588887492,-4.58386125599451
"ENSG00000164896",18.7436674168108,51.9143969148804,1.16149189555773,0.260831759525552,0.440827509125199,-4.58389774841216
"ENSG00000012963",16.5750052146957,29.1172091858956,1.16148941107892,0.260832743089529,0.440827509125199,-4.58389795561113
"ENSG00000186026",-4.03742242122352,3.95427876956895,-1.16145139366919,0.260847793899392,0.440827509125199,-4.58390112612247
"ENSG00000141580",37.3516731183546,118.130382160342,1.16133536871445,0.2608937313504,0.440845849168609,-4.58391080170757
"ENSG00000180979",-10.3221152438224,19.5187848583467,-1.16116727951486,0.26096029323863,0.440899029789349,-4.58392481780083
"ENSG00000145386",9.38310544218133,10.8790212951355,1.16104946462547,0.261006954532638,0.440918578072411,-4.58393464089794
"ENSG00000126953",8.12794917449024,10.8117005258243,1.16050687919199,0.261221929643632,0.441222415105825,-4.58397987088599
"ENSG00000122299",-14.4833735351399,19.8642795514057,-1.16014172948295,0.261366678656472,0.441349535560586,-4.58401030114479
"ENSG00000169282",4.8479070978134,4.55534979886636,1.16013980717963,0.261367440836157,0.441349535560586,-4.58401046132416
"ENSG00000100138",-74.1784395456404,322.014211050814,-1.16003440944254,0.261409232848776,0.441360791554,-4.58401924348361
"ENSG00000111300",-32.8052607205153,58.2507035303393,-1.1597439685297,0.261524423622452,0.441495953623016,-4.58404344117064
"ENSG00000122335",2.85143308107346,2.5872832216544,1.15926357271095,0.261715035399415,0.441710119740367,-4.58408345500227
"ENSG00000172292",5.72032888007797,5.0663674411146,1.15924704527138,0.261721595023242,0.441710119740367,-4.58408483141504
"ENSG00000116649",12.7969013263936,13.4068769092222,1.15915703304226,0.261757322406533,0.441711087300306,-4.58409232742387
"ENSG00000181904",7.35388083756303,10.7773507776243,1.15897473766896,0.261829689752479,0.441773875619699,-4.5841075072587
"ENSG00000184185",3.45980627870394,2.49609981277403,1.15789732830916,0.26225770478895,0.442436635428727,-4.58419718818315
"ENSG00000182621",-2.18827039051509,1.98257683513405,-1.15749016973505,0.262419590497433,0.442650309383843,-4.58423106323382
"ENSG00000102984",4.80184797839651,7.16872236149001,1.15710798336146,0.262571615489833,0.442847295118087,-4.58426285272357
"ENSG00000174442",7.9048851668966,10.8827806049484,1.1569127039086,0.262649318682542,0.4429188953491,-4.58427909271709
"ENSG00000138190",-10.6889589092752,16.0862210419505,-1.15679400765132,0.262696557260775,0.442939109229957,-4.58428896285745
"ENSG00000132155",23.6141916747807,70.6207673628739,1.15656312230432,0.262788462954901,0.443034621901023,-4.58430815992038
"ENSG00000148399",22.8934711026925,30.0958666101216,1.15635893116929,0.262869762902345,0.443110960676318,-4.5843251351511
"ENSG00000134070",-7.20252633203718,8.66612662977589,-1.15621358594675,0.262927644480136,0.443110960676318,-4.58433721695149
"ENSG00000063241",20.5519453231022,57.3397081127445,1.15612820028317,0.262961652509328,0.443110960676318,-4.58434431410539
"ENSG00000179057",5.86682504262702,4.12649231695308,1.15609517809999,0.262974805711365,0.443110960676318,-4.58434705876702
"ENSG00000126088",48.5172065308682,190.111202431173,1.15547331594748,0.263222594312331,0.44346901280966,-4.58439873458236
"ENSG00000198589",23.1053864744947,41.9918646721828,1.15479052790687,0.263494861118293,0.443868203506013,-4.58445544985987
"ENSG00000198060",-20.1659182174151,37.0443183808549,-1.1545773395416,0.263579914787175,0.443951961032286,-4.58447315317471
"ENSG00000150593",29.2642926476925,150.162585840908,1.15444830455839,0.263631404601429,0.443965514295977,-4.5844838671721
"ENSG00000068903",-24.5988203135366,98.1908133054405,-1.15438008818839,0.263658628545689,0.443965514295977,-4.58448953094149
"ENSG00000261799",-8.84924381088667,14.5246948669265,-1.15428898672443,0.263694988810456,0.443967242985848,-4.5844970943997
"ENSG00000160781",7.98064709646743,7.31469679760427,1.15394000211674,0.263834309730774,0.444064620475204,-4.58452606388766
"ENSG00000129518",-35.5152443090662,146.487103105515,-1.15388167276018,0.263857601235182,0.444064620475204,-4.58453090522911
"ENSG00000107672",-20.7615881463443,45.5058413270677,-1.15387854432446,0.263858850494856,0.444064620475204,-4.58453116488448
"ENSG00000070882",9.76719473137474,12.3391237719785,1.15359883788807,0.26397056191674,0.444193131175015,-4.58455437801016
"ENSG00000189283",-6.3350436996994,11.7991301318089,-1.15329364504594,0.264092492721138,0.444338801692702,-4.58457970158497
"ENSG00000139517",9.69458722304272,10.8060021341279,1.15316723452325,0.264143008673243,0.444364292941398,-4.58459018914545
"ENSG00000173511",6.43420101779093,7.41520082026281,1.15274927604294,0.264310084034016,0.444585837468195,-4.58462485879258
"ENSG00000110048",10.0256060954132,16.676082755218,1.15263140084864,0.264357217948433,0.444605600792673,-4.58463463487557
"ENSG00000104343",-8.55823451898582,16.3953873576863,-1.1521913440455,0.264533235939091,0.444742709385331,-4.58467112491199
"ENSG00000074603",-34.4346969353728,80.4249231156643,-1.15217494921913,0.264539795388531,0.444742709385331,-4.58467248419361
"ENSG00000182872",-17.3457819692488,37.0990864552666,-1.1521621229375,0.26454492717437,0.444742709385331,-4.58467354760025
"ENSG00000214456",17.519913240287,12.0776213199119,1.15189327172963,0.264652511500499,0.44483253246247,-4.58469583563297
"ENSG00000205339",8.82341826981181,14.8076159526031,1.15185167131554,0.264669161375999,0.44483253246247,-4.58469928400865
"ENSG00000179526",35.8448088506516,101.487941858796,1.15168198751713,0.264737082623553,0.444846019651748,-4.58471334863322
"ENSG00000270344",4.07525363640578,3.3990335274866,1.15165473320216,0.264747993231657,0.444846019651748,-4.58471560752726
"ENSG00000099337",30.2582288389867,85.7712261360057,1.15148297573253,0.264816759939799,0.444870766570946,-4.5847298422416
"ENSG00000072864",-12.6657166600367,18.2307043724259,-1.15144108863096,0.264833532347846,0.444870766570946,-4.58473331347601
"ENSG00000013374",-19.355609960924,41.2049165987211,-1.15133876207888,0.264874509228228,0.444878474920104,-4.58474179301153
"ENSG00000204959",0.993116185357726,0.68859727972969,1.15125280772769,0.264908933494009,0.444878474920104,-4.58474891539895
"ENSG00000063177",135.415425924235,952.842078737,1.15115534962816,0.264947969001224,0.444884569089987,-4.58475699054409
"ENSG00000082516",20.0759008453861,22.7392825289784,1.15091192572477,0.265045487917426,0.444988850304978,-4.58477715788033
"ENSG00000166747",16.6593792892948,32.5572067351384,1.15067727052559,0.265139519397302,0.445087249328938,-4.58479659578498
"ENSG00000135686",-16.0090720929539,38.2587633594401,-1.15046957548364,0.265222768175709,0.445167523661205,-4.58481379799559
"ENSG00000188732",4.68398513036542,4.04876887406368,1.15018061264343,0.265338623422215,0.445302498103396,-4.58483772737658
"ENSG00000167785",4.59573614261755,4.96682964079163,1.14997221158149,0.265422202149616,0.445383275909445,-4.58485498260085
"ENSG00000010803",5.86331627124497,6.53708895944391,1.14971441986475,0.265525616124135,0.445497311603654,-4.58487632411067
"ENSG00000116221",48.1279594152616,184.112765282365,1.14952436541049,0.265601876377711,0.445511367132754,-4.58489205568744
"ENSG00000198938",2223.99555427827,4196.26577055989,1.14945650405733,0.265629110037225,0.445511367132754,-4.58489767238467
"ENSG00000119900",6.33778921746049,12.3660558052821,1.14937441287164,0.265662057108395,0.445511367132754,-4.58490446652111
"ENSG00000153071",21.7723942588629,42.0663101491233,1.14933006645442,0.265679856692281,0.445511367132754,-4.58490813662846
"ENSG00000111859",-49.9615475244935,78.8949921648633,-1.14925179240509,0.265711276187255,0.445511367132754,-4.58491461433173
"ENSG00000125037",-43.4567092028033,184.425334303414,-1.14896970234403,0.265824531243036,0.445641792537524,-4.58493795649595
"ENSG00000176715",-27.5250762252419,48.4814482573516,-1.14861498873732,0.265966994828777,0.44582114327956,-4.58496730209304
"ENSG00000167280",-5.99767697184034,4.33675640862324,-1.14835287616093,0.266072303747796,0.445938174815401,-4.58498898250142
"ENSG00000197136",-6.37409323940131,7.78995623090292,-1.14788192837701,0.266261594670243,0.446195910513685,-4.58502792741004
"ENSG00000118298",9.10061198071783,6.30078317195759,1.14757336537431,0.266385671860138,0.446344308164107,-4.58505343759556
"ENSG00000081721",-15.3032427419936,35.7423574350909,-1.14683868494671,0.266681270339058,0.446780021574701,-4.5851141564221
"ENSG00000129467",4.38138583289036,3.5658151416631,1.14636589483159,0.266871626900076,0.447039327022992,-4.5851532158149
"ENSG00000156467",-20.7436744325637,77.8518176399331,-1.14626618202302,0.26691178661147,0.447047000636247,-4.58516145204437
"ENSG00000063854",42.0447660233841,114.92602784251,1.14581387914487,0.267094009998881,0.44729258105237,-4.58519880543615
"ENSG00000103642",-7.18810706726546,8.97079665401073,-1.1452161453562,0.267334966991608,0.447636441930911,-4.58524815261526
"ENSG00000112294",-10.2393368034186,13.7458056540916,-1.1450319535014,0.267409250675269,0.447701163855398,-4.585263355151
"ENSG00000235649",1.14149941632564,0.784780848723877,1.14483364000895,0.267489246777477,0.447753654958875,-4.58527972122731
"ENSG00000114993",1.75035043020611,1.21040754070297,1.14477755604882,0.26751187328104,0.447753654958875,-4.58528434925045
"ENSG00000155975",-15.1914287223353,36.0869327675699,-1.1445306217062,0.267611513429607,0.447860770677012,-4.5853047241792
"ENSG00000260822",11.7442861780994,15.6807267047114,1.14413864970746,0.267769734426757,0.448060792338109,-4.58533705975098
"ENSG00000142330",-14.3246642221089,14.9543560627845,-1.14405786587501,0.267802351807338,0.448060792338109,-4.5853437229686
"ENSG00000054282",-13.3662616438907,34.9730207239254,-1.1436802091623,0.267954874293218,0.448206906854804,-4.58537486828663
"ENSG00000164754",-14.7478201319436,26.8028440590193,-1.1436584596832,0.267963660129767,0.448206906854804,-4.58537666173411
"ENSG00000203875",22.6804920153265,47.7403230860535,1.14357668244606,0.267996696474345,0.448206906854804,-4.58538340480584
"ENSG00000177556",34.9596741355631,125.546350517691,1.14260332033791,0.268390148455437,0.448805192353283,-4.58546363768486
"ENSG00000114650",26.6271484360614,47.6746176708613,1.14247690202208,0.268441280814435,0.44883096386339,-4.58547405448175
"ENSG00000157184",-11.0289240621741,20.4849528281167,-1.1423759346924,0.268482124244449,0.44883952782484,-4.58548237352269
"ENSG00000179134",5.33886962752505,8.32876652949436,1.14228302192087,0.268519713530391,0.448842650061109,-4.58549002844318
"ENSG00000112667",21.8934398171772,82.7651819509625,1.14197824191121,0.268643044516052,0.448978537986444,-4.58551513551702
"ENSG00000110274",-10.0380738389001,18.3996340354577,-1.14190553183512,0.268672473308402,0.448978537986444,-4.58552112447667
"ENSG00000142731",-9.57128731833502,7.09361858072481,-1.14165871997173,0.268772386270573,0.44908577573002,-4.58554145170125
"ENSG00000198783",-13.2201740639174,21.5095689269199,-1.14112413516691,0.268988888829537,0.449296518615346,-4.58558546857802
"ENSG00000197375",10.3338549324568,8.64357073425657,1.14111569782542,0.268992306927323,0.449296518615346,-4.58558616317382
"ENSG00000095585",-9.4273366054303,16.0213839908333,-1.14108242477155,0.269005786672762,0.449296518615346,-4.58558890230823
"ENSG00000161381",10.9880733012333,14.1581066261538,1.14074568638571,0.269142236150325,0.449464672677942,-4.58561662027945
"ENSG00000106524",16.8518655632934,27.8583482054868,1.14052808375293,0.269230438172569,0.449552220018383,-4.58563452861526
"ENSG00000015532",-7.83974848334211,14.1115392905471,-1.14043888081848,0.269266601495005,0.449552863112508,-4.58564186914143
"ENSG00000162745",13.2782264667537,15.290873065508,1.1401995980327,0.269363625835543,0.449647300570887,-4.58566155767724
"ENSG00000184209",23.3209236071021,56.027152115091,1.14012288322004,0.269394737659979,0.449647300570887,-4.58566786923918
"ENSG00000234420",-7.42375694344602,10.0766378968126,-1.13995820328646,0.269461532936936,0.449661355001969,-4.5856814169033
"ENSG00000196814",9.03721088068138,9.223567115926,1.13992566621821,0.269474731648613,0.449661355001969,-4.58568409344781
"ENSG00000228878",-1.54741978194276,1.24619297103995,-1.13980252889879,0.269524686853746,0.449684994066832,-4.58569422238529
"ENSG00000165819",24.7002415467348,46.1115581705768,1.13948070061012,0.269655280986208,0.449843149972345,-4.58572069128712
"ENSG00000234545",-2.88627641751039,7.5225949597484,-1.13897940462933,0.269858794917283,0.450122893685871,-4.58576190960675
"ENSG00000101751",4.11303172430287,6.35192339138564,1.13859054701593,0.270016740415241,0.450326565346099,-4.58579387363648
"ENSG00000170634",8.35745773103025,18.3525503857537,1.13823475034146,0.270161317603294,0.450507890601909,-4.58582311300944
"ENSG00000167842",-8.77560132473977,13.2052097218263,-1.13803033297169,0.270244408224035,0.450586649327893,-4.5858399089808
"ENSG00000153767",-12.6317519746253,15.5923683372527,-1.13780197787008,0.27033725144832,0.450681645807105,-4.58585866916591
"ENSG00000138326",37.2100040966404,370.317176180768,1.13762867878862,0.270407726184473,0.450739331322355,-4.58587290444863
"ENSG00000198453",-5.15882696614653,5.51156234956585,-1.13739164037826,0.270504143652594,0.450839319385776,-4.58589237287089
"ENSG00000183718",-17.4832808144086,20.4726055706188,-1.13730480234054,0.27053947219807,0.450839319385776,-4.58589950429714
"ENSG00000149196",-14.180404667922,41.4515742232975,-1.13719281185502,0.270585038651719,0.450855458249416,-4.58590870073202
"ENSG00000115504",7.85088780226735,10.8230719003585,1.13632216232795,0.270939481611916,0.451386182239954,-4.58598017392508
"ENSG00000125388",5.51822873149738,3.83645767925245,1.13620832541063,0.270985850357405,0.45140358076903,-4.58598951601494
"ENSG00000029725",-22.9171007060877,40.7628504091963,-1.13604928118247,0.271050643109774,0.451451661011971,-4.58600256691025
"ENSG00000108433",-19.1305808795428,46.3977397254197,-1.13571749278076,0.271185846925277,0.451616986960385,-4.58602978855021
"ENSG00000164342",5.91429622097925,6.09390654233906,1.1356080137218,0.271230470666031,0.451631442342789,-4.58603876949058
"ENSG00000214367",-2.03330841578771,2.55286572907918,-1.13529921473418,0.271356366789558,0.451781204281276,-4.586064097877
"ENSG00000198673",-2.72237214115333,1.93927536989863,-1.13506489044669,0.271451928883764,0.451880430103934,-4.58608331428422
"ENSG00000181885",17.2977746477286,19.6205756056733,1.13491432217066,0.271513346826021,0.451894163705614,-4.58609566050235
"ENSG00000215256",-15.4443809877008,24.5285000725396,-1.13477119282341,0.271571739956544,0.451894163705614,-4.58610739562468
"ENSG00000065491",-5.22275408771276,7.41773494912804,-1.13468961598475,0.271605025409639,0.451894163705614,-4.58611408359006
